宁都县城郊卫生院土围诊所,NDXCJWSYTWZS,DWI00023562
罗德胜诊所,LDSZS,DWI00026052
安远县天心镇中心卫生院,AYXTXZZXWSY,DWI00026054
安远县重石乡卫生院,AYXZSXWSY,DWI00026057
安远县蔡坊乡卫生院,AYXCFXWSY,DWI00026058
崇仁县孙坊镇中心卫生院,CRXSFZZXWSY,DWI00026059
樟树市第三人民医院,ZSSDSRMYY,DWI00026063
樟树市鹿江街道社区卫生服务中心*,ZSSLJJDSQWSFWZX*,DWI00026064
贵溪市康诚大药房,GXSKCDYF,DWI00026069
东乡县常安堂大药房,DXXCATDYF,DWI00026077
渝水邓兴彬中医诊所,YSDXBZYZS,DWI00026087
沙溪镇龙头村谢家自然村卫生室,SXZLTCXJZRCWSS,DWI00026088
兴国友邦大药房有限公司**,XGYBDYFYXGS**,DWI00026094
紫阳镇余庆桥村卫生室,ZYZYQQCWSS,DWI00026096
渝水区北湖西路诚北大药房,YSQBHXLCBDYF,DWI00026108
丰城市和谐大药房,FCSHXDYF,DWI00026109
江西顺康药业集团有限公司,JXSKYYJTYXGS,DWI00022052
池江镇长江村朱金兰卫生所,CJZCJCZJLWSS,DWI00022055
婺源县百草堂大药房赋春店,YXBCTDYFFCD,DWI00022074
宁化县金辉药店,NHXJHYD,DWI00022088
永新县高桥楼镇永安堂药店,YXXGQLZYATYD,DWI00022108
卢辉诊所,LHZS,DWI00022109
洪桥村卫生所,HQCWSS,DWI00022112
杨溪村卫生所,YXCWSS,DWI00022120
宁海县民信大药房,NHXMXDYF,DWI00022123
九江市庐山区莲花中心卫生院,JJSLSQLHZXWSY,DWI00022127
鄱阳联港医院,YLGYY,DWI00022128
高家镇上老村卫生所,GJZSLCWSS,DWI00022131
高家镇杨家边村卫生所,GJZYJBCWSS,DWI00022132
高家镇高家村卫生所,GJZGJCWSS,DWI00022134
南山双桂村卫生室,NSSGCWSS,DWI00022148
韩家村卫生所诊疗点,HJCWSSZLD,DWI00022149
莲花县保健堂大药房,LHXBJTDYF,DWI00022153
瑞金市昌立大药房金都店,RJSCLDYFJDD,DWI00022159
永新县医药公司高桥分店,YXXYYGSGQFD,DWI00022167
永新县医药公司江口分店,YXXYYGSJKFD,DWI00022168
黄塘村卫生所,HTCWSS,DWI00022177
乐安县辉凤大药房,LAXHFDYF,DWI00022181
清江乡清江村卫生所,QJXQJCWSS,DWI00022199
国药控股江西有限公司,GYKGJXYXGS,DWI00022206
新城镇观路村付志宏卫生所,XCZGLCFZHWSS,DWI00022285
新城镇王屋岭村刘铭兰卫生所,XCZWWLCLMLWSS,DWI00022287
南安镇新余村张宗祥卫生所,NAZXYCZZXWSS,DWI00022290
南安镇丁勇诊所,NAZDYZS,DWI00022295
江西西华山钨业有限公司医院总隆口保健站,JXXHSWYYXGSYYZLKBJZ,DWI00022300
彭湾乡星明村刘湾卫生室,PWXXMCLWWSS,DWI00022326
吉村镇沙村村叶昌生卫生所,JCZSCCYCSWSS,DWI00022340
内良乡内良村聂庆生卫生所,NLXNLCNQSWSS,DWI00022348
吉村镇沙村林海龙卫生所,JCZSCLHLWSS,DWI00022352
余家乡天禄村桂家卫生室,YJXTLCGJWSS,DWI00022359
万安县弘仁堂大药房二部,WAXHRTDYFEB,DWI00022363
罗坪镇长水村卫生所(卢位坎),LPZCSCWSS(LWK),DWI00022382
江西诚志医药集团有限公司进贤县益康药品配送站,JXCZYYJTYXGSJXXYKYPPSZ,DWI00022385
吴华雄诊所,WHXZS,DWI00022390
仪风村卫生所,YFCWSS,DWI00022392
赣县滨江社区卫生服务站,GXBJSQWSFWZ,DWI00022399
新城镇水南村刘福娇卫生所,XCZSNCLFJWSS,DWI00022422
新城镇灌湖村刘和林卫生所,XCZGHCLHLWSS,DWI00022423
宜黄县圳口乡麻坑村卫生所,YHXKXMKCWSS,DWI00022427
弋阳县南岩镇栗桥村李院贤卫生室,YXNYZLQCLYXWSS,DWI00022437
上犹县平富乡卫生院上寨门诊,SYXPFXWSYSZMZ,DWI00022466
弋阳县南岩镇栗桥村邓力源卫生室,YXNYZLQCDLYWSS,DWI00022500
余江县新店村卫生所,YJXXDCWSS,DWI00022514
芝田村卫生所江军来诊室,ZTCWSSJJLZS,DWI00022519
邓坂村卫生所涂国平诊室,DCWSSTGPZS,DWI00022521
宁波市鄞州葫芦大药房,NBSZHLDYF,DWI00022525
龙丰村卫生所余日平诊室,LFCWSSYRPZS,DWI00022528
会昌县欧阳大药房,HCXOYDYF,DWI00022536
鹰潭市月湖区康达大药房,YTSYHQKDDYF,DWI00024914
萍乡市名城大药房,PXSMCDYF,DWI00024917
三坊乡宗溪村卫生室一所,SFXZXCWSSYS,DWI00024920
武宁县立安康大药房,WNXLAKDYF,DWI00024921
罗坊镇南市村卫生所,LFZNSCWSS,DWI00024926
吉安市青原区国大联邦大药房*,JASQYQGDLBDYF*,DWI00024928
鄱阳县新爱心大药房,YXXAXDYF,DWI00024929
正平镇正平村第一卫生所,ZPZZPCDYWSS,DWI00024940
正平镇晒禾村第二卫生所,ZPZSHCDEWSS,DWI00024942
吉安市青原区彤天和大药房,JASQYQTTHDYF,DWI00024944
正平镇联合村第三卫生所,ZPZLHCDSWSS,DWI00024947
正平镇中坝村第二卫生所,ZPZZBCDEWSS,DWI00024948
正平镇中坝村第三卫生所,ZPZZBCDSWSS,DWI00024949
新田镇半迳村第三卫生所,XTZBCDSWSS,DWI00024954
罗坊镇陂下村第三卫生所,LFZXCDSWSS,DWI00024958
吉安县医药公司永和药店,JAXYYGSYHYD,DWI00024959
宁波市鄞州寅午堂大药房,NBSZYWTDYF,DWI00024961
正平镇球师村第一卫生所,ZPZQSCDYWSS,DWI00024970
永新县放心大药房,YXXFXDYF,DWI00024977
万安县涧田中心卫生院,WAXJTZXWSY,DWI00024988
丽水市紫荆大药房,LSSZJDYF,DWI00024992
樟树市清江平价大药房,ZSSQJPJDYF,DWI00025008
崇义县缫丝厂卫生所(黄小珑),CYXSCWSS(HX),DWI00025010
渝水温浩中医诊所,YSWHZYZS,DWI00025025
瑞金市天和仁大药房,RJSTHRDYF,DWI00025041
江西分宜发电有限责任公司医务所,JXFYFDYXZRGSYWS,DWI00025042
衢州市衢江区廿里中心卫生院,ZSJQLZXWSY,DWI00025044
鹰潭医药有限责任公司(二),YTYYYXZRGS(E),DWI00025052
景德镇市金爱民大药房,JDZSJAMDYF,DWI00025053
兆祥药店东山门店,ZXYDDSMD,DWI00025054
礼林洄田村卫生所,LLTCWSS,DWI00025061
正平镇新黄村卫生所,ZPZXHCWSS,DWI00025063
建阳市油脂化工厂医务室,JYSYZHGCYWS,DWI00025071
天玉镇桥上村卫生所,TYZQSCWSS,DWI00025077
石城县平安药店,SCXPAYD,DWI00025079
正平镇正坳村第一卫生所,ZPZZCDYWSS,DWI00025100
正平镇庙下村第二卫生所,ZPZMXCDEWSS,DWI00025101
永丰县上溪乡礼坊村秋莲药店,YFXSXXLFCQLYD,DWI00025108
会昌县为民大药房,HCXWMDYF,DWI00025115
江西志通医药有限公司,JXZTYYYXGS,DWI00025118
江西省彭泽县红光卫生院,JXSPZXHGWSY,DWI00025123
宁波市北仑区白峰诚康大药房,NBSBLQBFCKDYF,DWI00025124
宁波市北仑区浙医药房有限公司,NBSBLQZYYFYXGS,DWI00025126
宁波市北仑区白峰东部大药房,NBSBLQBFDBDYF,DWI00025129
罗坊镇陂下村第一卫生所,LFZXCDYWSS,DWI00025166
永丰县好医生大药房*,YFXHYSDYF*,DWI00025174
北门村卫生所(江芳),BMCWSS(JF),DWI00025179
宁波市镇海龙成药店南洪店,NBSZHLCYDNHD,DWI00025180
乐平余仲甫中医诊所,LPYZFZYZS,DWI00025185
宜丰县新庄镇荷溪村卫生所,YFXXZZHXCWSS,DWI00025189
宜丰县新庄镇宋家村卫生所,YFXXZZSJCWSS,DWI00025190
铅山县永平镇民康平价大药房,QSXYPZMKPJDYF,DWI00025191
遂川县枚江乡盛兴药房,SCXMJXSXYF,DWI00025193
众埠河南村卫生所,ZBHNCWSS,DWI00025200
高安市好医生大药房*,GASHYSDYF*,DWI00025204
嘉定镇公佛村第三卫生所(王立新),JDZGFCDSWSS(WLX),DWI00025207
贵溪夏怀春中西医结合诊所,GXXHCZXYJHZS,DWI00025208
上高县塔下药店,SGXTXYD,DWI00025210
南康友好大药房,NKYHDYF,DWI00025212
南康市坪市运峰药店,NKSPSYFYD,DWI00025214
丰城市万仁大药房国贸店*,FCSWRDYFGMD*,DWI00025229
丰城市荣塘恒青药店,FCSRTHQYD,DWI00025240
孙渡街道埂上村卫生室,SDJDGSCWSS,DWI00025245
武宁县康正平价大药房,WNXKZPJDYF,DWI00025246
万载县同济大药房二部,WZXTJDYFEB,DWI00025248
达溪村卫生所,DXCWSS,DWI00025252
东堡村卫生所龚抚州诊室,DBCWSSGFZZS,DWI00025257
兴国友邦大药房*,XGYBDYF*,DWI00025261
潭头乡神口村卫生室,TTXSKCWSS,DWI00025267
赣县惠佰大药房连锁有限公司大埠分店,GXHBDYFLSYXGSDBFD,DWI00025270
永新县顺民药店,YXXSMYD,DWI00025274
姚圩镇百姓大药房,YZBXDYF,DWI00025277
大余县友邦大药房*,DYXYBDYF*,DWI00025281
贵溪市余家药店,GXSYJYD,DWI00025286
进贤县白圩四季春大药房,JXXBSJCDYF,DWI00025288
邱坊村卫生所二分所,QFCWSSEFS,DWI00025292
邱坊村卫生所,QFCWSS,DWI00025295
兰岭村卫生所一分所,LLCWSSYFS,DWI00025296
峨门村卫生所一分所,EMCWSSYFS,DWI00025299
后港唐家坂村卫生所,HGTJCWSS,DWI00025305
后港叶兴村卫生所,HGYXCWSS,DWI00025306
后港江罗村卫生所,HGJLCWSS,DWI00025307
乐港鸣山村卫生所,LGMSCWSS,DWI00025308
南康谢仁堂大药房,NKXRTDYF,DWI00025319
江西省靖安县妇幼保健院,JXSJAXFYBJY,DWI00025324
宁波高新区好人家大药房,NBGXQHRJDYF,DWI00025326
罗坊镇槐江村第二卫生所,LFZHJCDEWSS,DWI00026115
安远县车头镇卫生院,AYXCTZWSY,DWI00026117
德安县惠好大药房,DAXHHDYF,DWI00026125
贵溪市百信平价大药房,GXSBXPJDYF,DWI00026130
资溪县横山康源药店,ZXXHSKYYD,DWI00026132
东乡县心连心平价大药房龙山北路店,DXXXLXPJDYFLSBLD,DWI00026137
乐平市开盛堂药店,LPSKSTYD,DWI00026140
潋江镇和睦村方佩兰卫生室,JZHMCFPLWSS,DWI00026161
潋江镇洪门村陈纪霖卫生室,JZHMCCJLWSS,DWI00026166
潋江镇五里亭村蔡金辉卫生室,JZWLTCCJHWSS,DWI00026209
界埠乡郑家村卫生室(黄爱文),JBXZJCWSS(HAW),DWI00026222
江西四海通医药有限公司,JXSHTYYYXGS,DWI00026231
上饶县尊桥乡方兆林药店,SRXZQXFZLYD,DWI00026232
安远县双芫乡卫生院,AYXSXWSY,DWI00026233
东乡县永乐药店,DXXYLYD,DWI00026236
贵溪市金屯药店,GXSJTYD,DWI00026238
崇义保康药店,CYBKYD,DWI00026240
信丰县油山卫生院,XFXYSWSY,DWI00026241
兴国县付氏大药房,XGXFSDYF,DWI00026255
贵溪市四冶大药房,GXSSYDYF,DWI00026260
长冈乡榔木村钟素军卫生室,CGXLMCZSJWSS,DWI00026263
乐平市洪岩镇爱人民大药房,LPSHYZARMDYF,DWI00026266
定南县老城镇诚信大药房,DNXLCZCXDYF,DWI00026267
丰城市拖船镇城头村卫生所,FCSTCZCTCWSS,DWI00026270
洲和村卫生所一分所,ZHCWSSYFS,DWI00026274
章贡区福华大药房,ZGQFHDYF,DWI00026276
宁都县梅江卫生院第三诊所,NDXMJWSYDSZS,DWI00026279
东乡县心连心平价大药房*,DXXXLXPJDYF*,DWI00026304
东乡县红星医院,DXXHXYY,DWI00026308
洪家咀乡中埂村卫生所范敬林卫生室,HJJXZGCWSSFJLWSS,DWI00026310
资溪县放心大药房,ZXXFXDYF,DWI00026324
寻乌县文峰卫生院,XWXWFWSY,DWI00026327
新余高新区新生源药房,XYGXQXSYYF,DWI00026332
赣州友邦大药房零售连锁有限公司杨村分店,GZYBDYFLSLSYXGSYCFD,DWI00026333
罗坊镇罗家村第三卫生所,LFZLJCDSWSS,DWI00026337
春涛乡坞桥村卫生所三分所,CTXWQCWSSSFS,DWI00026345
宁都县友康大药房,NDXYKDYF,DWI00026347
东乡县永达平价大药房,DXXYDPJDYF,DWI00026354
新干县三湖镇中心卫生院,XGXSHZZXWSY,DWI00026359
代屋村第二卫生所,DWCDEWSS,DWI00026360
丰城市东方红大街好医生大药房,FCSDFHDJHYSDYF,DWI00026362
瑞金市佗王药品超市,RJSWYPCS,DWI00026365
井冈山市医药公司古城药店,JGSSYYGSGCYD,DWI00026366
安远县新龙乡卫生院,AYXXLXWSY,DWI00026369
德兴市爱民药房二店,DXSAMYFED,DWI00026371
丰城市诚北大药房,FCSCBDYF,DWI00026373
高安市创力大药房,GASCLDYF,DWI00026375
李道平中医诊所,LDPZYZS,DWI00026380
瑶池村卫生所(祝正亮),YCCWSS(ZZL),DWI00026382
峡江县老科技工作者协会卫生保健所(B),XJXLKJGZZXHWSBJS(B),DWI00026386
樟树市淦阳街道社区卫生服务中心,ZSSYJDSQWSFWZX,DWI00026390
武宁县朱陆林中医诊所,WNXZLLZYZS,DWI00026392
江西百姓同泰药房连锁有限公司张家山惠民药店,JXBXTTYFLSYXGSZJSHMYD,DWI00026393
万年县康仁药店,WNXKRYD,DWI00026394
东乡县五位楼心连心大药房,DXXWWLXLXDYF,DWI00026397
吴城村卫生所,WCCWSS,DWI00026402
赣州友邦大药房零售连锁有限公司华坚分店,GZYBDYFLSLSYXGSHJFD,DWI00026405
赣州友邦大药房零售连锁有限公司黄金分店,GZYBDYFLSLSYXGSHJFD,DWI00026406
犹康诊所,YKZS,DWI00026407
赣州友邦大药房零售连锁有限公司江口分店,GZYBDYFLSLSYXGSJKFD,DWI00026408
信丰县马鞍山社区卫生服务中心,XFXMASSQWSFWZX,DWI00026411
洪岩洪罗村卫生所,HYHLCWSS,DWI00026416
赣州医药有限责任公司健民大药房,GZYYYXZRGSJMDYF,DWI00026451
高安市平安药店,GASPAYD,DWI00026469
渝水冷菊芳中医诊所,YSLJFZYZS,DWI00026471
黄陂镇金坑村村卫生所(四),HZJKCCWSS(S),DWI00026481
江山市万购药店,JSSWGYD,DWI00026483
九江市民生大药房梅园店,JJSMSDYFMYD,DWI00026484
水南镇长塘村世钧诊所,SNZCTCSJZS,DWI00026490
龙虎山镇西源村卫生室饶长根医疗点,LHSZXYCWSSRCGYLD,DWI00026505
肇陈镇建坪村卫生所,ZCZJPCWSS,DWI00026507
信丰人和大药房小江店,XFRHDYFXJD,DWI00026508
石城县屏山众生药店,SCXPSZSYD,DWI00026513
万载县三兴村卫生所,WZXSXCWSS,DWI00026515
丰城市铁路健民药店,FCSTLJMYD,DWI00026517
丰城市洛市药店,FCSLSYD,DWI00026518
高安市国盈大药房,GASGYDYF,DWI00026529
上饶市三清山风景名胜区枫林民康药店*,SRSSQSFJMSQFLMKYD*,DWI00026536
冰溪镇富仕苑万瑞松诊所*,BXZFSYWRSZS*,DWI00026537
玉山县横街镇岑溪药店*,YSXHJZXYD*,DWI00026539
九亭村卫生所一分所,JTCWSSYFS,DWI00026544
朱志强诊所,ZZQZS,DWI00026545
高安市灰埠镇济民药店,GASHBZJMYD,DWI00026547
贵溪市春天大药房,GXSCTDYF,DWI00026552
上饶县朱氏药行,SRXZSYX,DWI00026555
井冈山市龙市仁和药店,JGSSLSRHYD,DWI00026558
万载县高城乡奇丰村卫生所,WZXGCXQFCWSS,DWI00026563
江西鑫淦医药有限公司金川药房,JXYYYXGSJCYF,DWI00026566
宜丰县新庄康诚药店,YFXXZKCYD,DWI00026570
奉新县娄玉大药房,FXXLYDYF,DWI00026572
赣州市保龄大药房,GZSBLDYF,DWI00026574
袁河办送桥村第二卫生所,YHBSQCDEWSS,DWI00026587
袁河办郑家村第三卫生所,YHBZJCDSWSS,DWI00026588
玉山县临湖镇惠好药店,YSXLHZHHYD,DWI00026590
南安镇梁群艳诊所,NAZLQYZS,DWI00026592
风雨山村欧阳维顺诊室,FYSCOYWSZS,DWI00026598
赣州同济医院,GZTJYY,DWI00026601
赣州市爱心大药房,GZSAXDYF,DWI00026606
江西汇仁堂药品连锁有限公司九江长虹店,JXHRTYPLSYXGSJJCHD,DWI00026617
江西汉为药业有限公司丰城大药堂,JXHWYYYXGSFCDYT,DWI00026619
南康效权平价大药房东门分店,NKXQPJDYFDMFD,DWI00026627
寻乌县万佳康大药房,XWXWJKDYF,DWI00026629
石城县屏山利民药店,SCXPSLMYD,DWI00026636
江西康力药品物流有限公司(桂文梁),JXKLYPWLYXGS(GWL),DWI00026637
湖口县平安大药房,HKXPADYF,DWI00026641
双林镇白水村卫生所,SLZBSCWSS,DWI00026650
万载县康乐街道卫生院东门社区医疗所,WZXKLJDWSYDMSQYLS,DWI00026662
丰城市春天大药房*,FCSCTDYF*,DWI00026680
沙溪镇胜利祝香花社区卫生服务站,SXZSLZXHSQWSFWZ,DWI00026691
童家镇刘家村张建国诊所,TJZLJCZJGZS,DWI00026696
鹰潭工业园区白露倪家村黄魁荣诊所,YTGYYQBLNJCHKRZS,DWI00026697
弋阳县花亭乡良种场孟祥发卫生室,YXHTXLZCMXFWSS,DWI00026698
三兴镇湖源村卫生所,SXZHYCWSS,DWI00026699
慈溪市龙山民祥大药房,CXSLSMXDYF,DWI00026701
章贡区百姓缘大药房,ZGQBXYDYF,DWI00026703
袁州李雪云诊所,YZLXYZS,DWI00026704
宁都县宁康大药房,NDXNKDYF,DWI00026710
宁海跃龙王君超西医诊所,NHYLWJCXYZS,DWI00026715
寻乌县罗珊乡益群大药房,XWXLSXYQDYF,DWI00026735
江西省鄱阳县医药公司,JXSYXYYGS,DWI00026749
恩江镇肖家社区卫生服务站,EJZXJSQWSFWZ,DWI00026750
东乡县华胜药店,DXXHSYD,DWI00026770
袁州区农牧实验场医务室,YZQNMSYCYWS,DWI00026773
鄱阳县康寿堂平价大药房,YXKSTPJDYF,DWI00026774
井冈山市圣仁堂药房,JGSSSRTYF,DWI00026778
宜丰县新昌镇敖桥村卫生所,YFXXCZAQCWSS,DWI00026780
万年县惠民大药房,WNXHMDYF,DWI00026784
万年县青云镇下湾村卫生所王友好诊室,WNXQYZXWCWSSWYHZS,DWI00026789
珠山村卫生所洪照诊室,ZSCWSSHZZS,DWI00026791
余干仁和医院,YGRHYY,DWI00026799
新余高新区利民堂大药房,XYGXQLMTDYF,DWI00026802
江村村卫生所诊疗点,JCCWSSZLD,DWI00026807
赣县小坌药房,GXXYF,DWI00026808
赣州市晓春药店,GZSXCYD,DWI00026810
宜春市袁州区民之生大药房城北店,YCSYZQMZSDYFCBD,DWI00026814
宜春市袁州区民之生大药房双桥头分店,YCSYZQMZSDYFSQTFD,DWI00026816
杭州彤彤大药房有限公司,HZTTDYFYXGS,DWI00026821
杭州彤彤大药房有限公司方桥村分店,HZTTDYFYXGSFQCFD,DWI00026823
八景镇联合诊所,BJZLHZS,DWI00026830
镇桥徐家村卫生所,ZQXJCWSS,DWI00026834
高陂镇泗源村卫生所(朱建波),GZYCWSS(ZJB),DWI00026837
丰城市好医生大药房河洲店*,FCSHYSDYFHZD*,DWI00026852
铅山县河口福星药店,QSXHKFXYD,DWI00026857
广丰县永盛大药房横山店,GFXYSDYFHSD,DWI00026858
万年县天成大药房,WNXTCDYF,DWI00026859
宁都县竹笮乡竹笮村卫生所(赖医生),NDXZXZCWSS(LYS),DWI00026861
湖南达嘉维康医药有限公司药品分公司,HNDJWKYYYXGSYPFGS,DWI00026862
江西华东联合医药有限公司,JXHDLHYYYXGS,DWI00026869
杭州德众药房有限公司,HZDZYFYXGS,DWI00026874
江西省景升医药有限公司,JXSJSYYYXGS,DWI00026881
高安市建筑陶瓷管委会医务所,GASJZTCGWHYWS,DWI00026885
赋春镇湖家村卫生室,FCZHJCWSS,DWI00026892
新干县春天药房,XGXCTYF,DWI00026893
杭州健安大药房,HZJADYF,DWI00026896
陈少华诊所,CSHZS,DWI00026898
新陂乡庙背村卫生所,XXMBCWSS,DWI00026899
大余县燕春药店,DYXYCYD,DWI00026901
宜黄县新丰乡新丰村卫生所,YHXXFXXFCWSS,DWI00026905
宁海正广和大药房应家山分店,NHZGHDYFYJSFD,DWI00026910
南丰县莱溪乡杨柏坑村卫生所,NFXLXXYBKCWSS,DWI00026911
南丰县黄满村卫生所,NFXHMCWSS,DWI00026912
南丰县莱溪乡上潺村卫生所,NFXLXXSCWSS,DWI00026913
南丰县莱溪乡上井村卫生所,NFXLXXSJCWSS,DWI00026914
南丰县莱溪乡西山村卫生所,NFXLXXXSCWSS,DWI00026915
南丰县莱溪乡后举村卫生所,NFXLXXHJCWSS,DWI00026917
南丰县莱溪乡九联村卫生所,NFXLXXJLCWSS,DWI00026919
江西力翔医药有限公司,JXLXYYYXGS,DWI00026926
江西兴康医药有限公司,JXXKYYYXGS,DWI00026927
杭州仁心大药房,HZRXDYF,DWI00026929
杭州兴安大药房乔司店,HZXADYFQSD,DWI00026931
江西康力药品物流有限公司(魏斯文),JXKLYPWLYXGS(WSW),DWI00026932
丰城市段潭乡药店,FCSDTXYD,DWI00026935
井冈山市军地医疗服务站医药门诊部,JGSSJDYLFWZYYMZB,DWI00026936
袁州区城西平顺药房,YZQCXPSYF,DWI00026941
贵溪市泗沥惠民平价药店,GXSLHMPJYD,DWI00026942
杭州宏泰医药连锁有限公司,HZHTYYLSYXGS,DWI00026958
流庄乡翠林村卫生所,LZXCLCWSS,DWI00026961
袁州区三阳镇三阳药店,YZQSYZSYYD,DWI00026967
宜春市袁州区正大平价药房二部,YCSYZQZDPJYFEB,DWI00026970
德安县五洲大药房蒲塘分店,DAXWZDYFPTFD,DWI00026976
宁都县长胜镇青树村卫生所(二),NDXCSZQSCWSS(E),DWI00026984
吉安市吉州区樟山百姓药店,JASJZQZSBXYD,DWI00026985
丽水市泰和药房,LSSTHYF,DWI00026994
马圩镇梁家村卫生所,MZLJCWSS,DWI00027012
永丰县潭头乡石陂畲族村卫生室一所,YFXTTXSZCWSSYS,DWI00027014
东乡县十字街心连心大药房,DXXSZJXLXDYF,DWI00027016
东乡县农民街心连心大药房,DXXNMJXLXDYF,DWI00027017
东乡县东亚心连心大药房,DXXDYXLXDYF,DWI00027018
东乡县心连心平价大药房,DXXXLXPJDYF,DWI00027022
宁波市镇海嘉事堂大药房长石分店,NBSZHJSTDYFCSFD,DWI00027033
井冈山市医药公司厦坪药店,JGSSYYGSXPYD,DWI00027055
永修县蓝天开心人大药房,YXXLTKXRDYF,DWI00027056
井冈山市古城城边药店,JGSSGCCBYD,DWI00027057
丰城市故县村卫生所,FCSGXCWSS,DWI00027059
丰城市开心人大药房连锁总店小港分店,FCSKXRDYFLSZDXGFD,DWI00027060
信丰康兴源大药房,XFKXYDYF,DWI00027072
信丰友好大药房,XFYHDYF,DWI00027082
中外合资南昌坚固金属有限公司卫生所,ZWHZNCJGJSYXGSWSS,DWI00027089
会昌县友邦大药房,HCXYBDYF,DWI00027091
南昌市康鑫大药房,NCSKDYF,DWI00027096
九江王氏海会药店,JJWSHHYD,DWI00027111
玉山县鑫隆堂大药房博士店,YSXLTDYFBSD,DWI00027115
小河镇小河村第六卫生所,XHZXHCDLWSS,DWI00027150
新余市渝水区万和大药房,XYSYSQWHDYF,DWI00027160
南丰县白舍镇姜源村卫生所,NFXBSZJYCWSS,DWI00027178
南丰县白舍镇望天村卫生所,NFXBSZWTCWSS,DWI00027180
寻乌县秀丽江大药房,XWXXLJDYF,DWI00027184
嘉定镇游州村卫生所(张文),JDZYZCWSS(ZW),DWI00027195
大塘埠镇大塘村第一卫生所(付联忠),DTBZDTCDYWSS(FLZ),DWI00027200
杭州彤彤大药房有限公司新丝路分公司,HZTTDYFYXGSXSLFGS,DWI00027213
广丰县杉溪平价药房,GFXSXPJYF,DWI00027214
信丰大桥友邦大药房,XFDQYBDYF,DWI00027217
杭州彤彤大药房有限公司高地村店,HZTTDYFYXGSGDCD,DWI00027261
鹰潭市月湖区康乐药房二分店,YTSYHQKLYFEFD,DWI00027262
吉安县永阳镇下边村卫生所,JAXYYZXBCWSS,DWI00027263
宜春市袁州区彬江镇利民药房,YCSYZQBJZLMYF,DWI00027267
江西鹤城镇火车站街道卫生所,JXHCZHCZJDWSS,DWI00027273
南昌市青云谱同顺药店,NCSQYPTSYD,DWI00027275
峡江县好医生大药房,XJXHYSDYF,DWI00027283
南丰县白舍镇晗头村卫生所,NFXBSZTCWSS,DWI00027291
南丰县白舍镇田东村卫生所,NFXBSZTDCWSS,DWI00027293
乐安县胡勇辉中医诊所,LAXHYHZYZS,DWI00027296
马圩镇赤岸村卫生所,MZCACWSS,DWI00027305
东乡县马圩镇荷柘村卫生所,DXXMZHCWSS,DWI00027307
乐安县公溪镇新居村卫生所,LAXGXZXJCWSS,DWI00027308
浙江双溪医药有限公司,ZJSXYYYXGS,DWI00027314
于都县段屋乡寒信村卫生所,YDXDWXHXCWSS,DWI00027321
